osm_id,service_type,name,lat,lon
11134668807,clinic,Mclinic,42.665025,23.274579
11135897654,clinic,,42.387342,27.70216
11139567191,pharmacy,Данифарм,42.659167,23.241847
11146290097,pharmacy,,42.663546,27.716446
11146290100,pharmacy,Aqua,42.663171,27.715323
11158907760,pharmacy,Камена,42.700773,23.322426
11166662659,pharmacy,SOpharmacy,42.42718,25.621199
11167603639,pharmacy,Прополис,42.651317,23.359337
11167614469,pharmacy,Прополис,42.664381,23.36203
11167641959,pharmacy,Прополис,42.666846,23.350157
11167798142,pharmacy,Прополис,42.8092,23.212841
11176139453,clinic,,42.680697,23.286079
11176166566,clinic,АГ Надежда,42.680235,23.285599
11176192218,pharmacy,,42.679477,23.285513
11185447100,pharmacy,,42.676067,23.283814
11186547435,clinic,"Кабинет ""Детско развитие""",42.66438,23.298331
11187752483,pharmacy,Тилия,42.895559,25.309538
11193078873,clinic,Doc,42.67202,23.288832
11197919629,clinic,Д-р Юли Цветков,43.384602,22.882795
11201818800,pharmacy,Марешки,42.67664,23.31934
11204423645,clinic,Bodimed,42.145013,24.722863
11205067956,school,Мари-Жанет,42.670055,23.284236
11205507089,school,Милеа,42.675161,23.288363
11209925957,pharmacy,Марешки,42.662588,23.316707
11212091734,clinic,Д-р Илиян Савов,42.674321,23.284525
11212091736,clinic,Проф. Румен Пандев д.м.,42.67436,23.284467
11215655099,clinic,Д-р Желязков,42.665653,23.292144
11217878023,pharmacy,Sigma,42.015627,23.096147
11217878024,pharmacy,,42.015913,23.096174
11220948622,pharmacy,Ориндж,42.482461,26.494072
11226473795,clinic,Adella Clinic,42.666839,23.349984
11229849300,pharmacy,,42.700367,23.325801
11233091842,pharmacy,SOpharmacy,41.970677,25.558973
11239364428,pharmacy,,41.83282,23.483981
11242940124,pharmacy,36.6,42.131985,24.703209
11242940125,pharmacy,Galen,42.132106,24.70317
11242940127,pharmacy,,42.132208,24.702713
11242951751,clinic,Медицински център Прослав,42.125567,24.685744
11253061341,pharmacy,SOpharmacy,42.565968,27.621798
11254727599,pharmacy,Subra,42.658938,23.264074
11255827676,pharmacy,,42.418796,27.694789
11257871932,clinic,Contour Clinic,42.668088,23.312921
11257967886,pharmacy,,42.418026,27.701084
11257978346,clinic,,42.416111,27.6982
11267196505,hospital,АГ Център Стима,43.267153,26.92498
11272143147,clinic,Ивайло Динков,42.660428,23.299368
11290580120,pharmacy,Benu,42.725696,23.24189
11291552030,clinic,Клиника по детски болести,42.676372,26.324413
11291552050,clinic,Център по кардиология ИНАКОР,42.67635,26.323775
11291552054,clinic,Отделение по кожни болести,42.674604,26.32645
11294176560,pharmacy,Нове,42.656995,23.321094
11295325780,kindergarten,SmartyKids,43.273495,26.92565
11302308986,clinic,МЦ Медикус,42.681525,26.323386
11302992680,clinic,Д-р. Иван Кючуков,42.686592,23.301169
11302992681,clinic,CMD Perfect,42.686628,23.301233
11307733358,clinic,Skin & Scalpel,42.685494,23.299435
11307836726,school,,42.685619,23.299238
11314006146,clinic,Марина Панева,42.664148,23.315781
11329605534,clinic,,42.758935,23.426419
11345715268,pharmacy,Редута,42.689657,23.364073
11348288654,clinic,Balance Clinic,42.655071,23.288854
11348288657,pharmacy,Benu,42.655164,23.287702
11349321736,pharmacy,SOpharmacy,42.674735,23.358798
11359039018,pharmacy,,42.152307,24.792931
11359039020,pharmacy,Аптеки Запад,42.152212,24.792926
11369400601,school,ОУ „ Княз Александър I “,42.152676,24.748693
11369400603,school,ГХП Св.Св. Кирил и Методий,42.152641,24.748291
11373342053,pharmacy,,43.701207,28.038786
11375673087,pharmacy,Марешки,43.206216,27.909346
11383544275,clinic,Малчовците,42.657866,23.282576
11396116533,pharmacy,Маринела,43.367942,25.635589
11400040425,clinic,Спортмед център,42.679572,23.288022
11404997392,clinic,Апекс Център,43.421434,23.221271
11405459522,pharmacy,Aптека Витоша,42.623968,23.583185
11415535198,pharmacy,SOpharmacy,43.280642,26.927385
11429081017,pharmacy,,42.579506,26.606364
11437811547,school,Професионалната гимназия по компютърно моделиране и компютърни системи „акд. Благовест Сендов“,43.222892,27.937087
11439345969,clinic,,42.128654,24.733411
11442899039,clinic,Д-р Виолета Николаева,42.671951,23.281031
11444404390,clinic,МЦ Дългопол,43.049494,27.346156
11466021166,pharmacy,Зелени,42.648993,23.379656
11483497828,hospital,Мама и аз,43.410579,24.607913
11483500095,clinic,"МЦ ""Европейска здравна грижа""",42.486877,26.515973
11483518371,clinic,Кардиологичен медицински център,43.079667,25.617497
11493860582,clinic,МЦ Сигмамед,42.667106,23.354527
11493988004,clinic,МЦ Епика,42.708702,23.287735
11494057887,pharmacy,Аптека Абифарма,42.708723,23.287691
11494057888,clinic,МЦ Сърдечно-съдови заболявания,42.708697,23.287751
11497147602,pharmacy,Св. Елена,43.214447,27.916481
11497183045,pharmacy,,43.214648,27.91715
11502544601,pharmacy,Фрамар,43.213093,27.93491
11506092733,clinic,VDerm,42.655313,23.315401
11506229352,school,ОУ Св. Св. Кирил и Методий,43.863363,26.101619
11509493363,pharmacy,,42.703609,24.163167
11510833840,clinic,Д-р Никола Поптодоров,42.680599,23.325642
11513510196,clinic,Сърдечно-съдов Център “Кардиопревент”,42.662573,23.380397
11515777882,pharmacy,Курило,42.823686,23.353893
11524972667,pharmacy,Тера,43.216959,27.930521
11528611964,hospital,"УМБАЛ ""Свети Иван Рилски""",42.682418,23.302159
11537706806,clinic,Д-р Максим Митев,42.661343,23.278277
11537933468,pharmacy,,42.696016,23.286692
11549982148,clinic,Д-р Илиев,42.680993,23.327875
11550146878,pharmacy,Subra,42.657356,23.315517
11550147175,pharmacy,Subra,42.658252,23.315137
11556335024,pharmacy,Тъжа,42.649836,25.084382
11559520718,clinic,Д-р Станов,42.666825,23.280587
11559711396,pharmacy,Ceiba,42.678856,23.311785
11585207881,pharmacy,Hope,42.018648,23.091496
11603484798,school,5 Вечерно СУ „Пеньо Пенев“,42.702827,23.321704
11634333265,clinic,МЦ Артромедика,42.672965,23.282415
11641024626,clinic,ТЕЛК - УМБАЛ Св. Анна,42.659605,23.373594
11646014052,clinic,Поликлиника ВВМИ,42.684631,23.304612
11654085401,clinic,,42.664949,23.285035
11654664680,clinic,Medicare+,42.66662,23.28112
11662340665,clinic,Advance,42.672635,23.329562
11672623795,clinic,Anadolu здравен информационен център,42.6602,23.348602
11672630906,pharmacy,Benu,42.664892,23.35424
11682594403,clinic,Академия,42.680838,23.301408
11687441652,pharmacy,Нота бене,42.664004,23.343689
11700376769,clinic,Resbiomed,42.698963,23.301945
11705077396,pharmacy,Зонафарм,42.699857,23.316156
11708714807,clinic,Bodimed,42.664063,23.343641
11717023475,pharmacy,Добрев,42.663704,23.374281
11723449714,pharmacy,SOpharmacy,42.656359,23.590924
11724251764,clinic,bahçeci fertility,42.659774,23.317909
11728283978,pharmacy,Профарма,42.677178,23.285922
11728383750,pharmacy,Subra,42.145381,24.781909
11733513621,clinic,Bodimed,42.490442,26.01459
11733513622,clinic,Bodimed,42.718877,23.257984
11733513623,clinic,Bodimed,42.188514,24.324169
11733513624,clinic,Bodimed,42.684767,23.248127
11733513625,clinic,Bodimed,42.813859,23.221176
11733513626,clinic,Bodimed,43.418827,24.625248
11733513627,clinic,Bodimed,42.692987,23.314305
11733513628,clinic,Bodimed,42.683157,23.312852
11733513629,clinic,Bodimed,42.701251,23.369052
11733513631,clinic,Bodimed,42.658001,23.395477
11733513632,clinic,Bodimed,42.433419,25.64371
11733513633,clinic,Bodimed,42.652378,23.346581
11733513634,clinic,Bodimed,42.125724,24.719224
11733513635,clinic,Bodimed,42.140086,24.737813
11733513636,clinic,Bodimed,42.128717,24.743641
11733513637,clinic,Bodimed,43.409705,24.616901
11733513638,hospital,МБАЛ Св. Св. Козма и Дамян,42.130324,24.779094
11733513639,clinic,Bodimed,41.560338,23.27748
11733513640,clinic,Bodimed,42.134613,24.797494
11733513641,clinic,Bodimed,42.429751,25.628757
11733513642,clinic,Bodimed,42.505369,27.469007
11733513643,clinic,Bodimed,42.523447,27.452028
11733513644,clinic,Bodimed,42.009725,24.870418
11733513645,clinic,Bodimed,42.425227,25.643452
11733513647,clinic,Bodimed,42.662833,23.380097
11739167184,school,Stemy,42.670297,23.333005
11739167185,clinic,Cornea dry eye center,42.670305,23.328807
11743576140,kindergarten,Детска къща,42.678547,23.333167
11743576141,kindergarten,abc,42.679266,23.332148
11748814773,pharmacy,SOpharmacy,42.133111,24.795306
11750655017,clinic,Д-р Милева,42.666013,23.292215
11753284220,pharmacy,Sami pharm,42.897859,23.911143
11765625096,pharmacy,Марешки,42.683894,23.353836
11769270624,school,ОУ Васил Левски,43.247762,24.482048
11769388686,pharmacy,Зелени аптеки,42.657691,23.341048
11769505356,school,"СУ ""Васил Априлов""",43.469703,24.530374
11769880893,school,"ОУ ""Христо Смирненски""",42.129243,24.539955
11782511467,clinic,"Амбулатория ""Авет""",42.638846,23.385485
11786496880,school,Свети Кирил и Методи,42.83809,27.313464
11792549423,pharmacy,Арника,42.504297,27.468576
11801512046,pharmacy,Марешки,43.702298,28.03989
11809207619,pharmacy,,43.524378,27.44628
11809669006,pharmacy,Марешки,42.737743,23.270985
11822243588,clinic,Zdravna Slusjba,41.630917,25.431485
11828432503,pharmacy,Hera,42.656234,23.37599
11830546021,pharmacy,,42.656168,23.372111
11830554080,clinic,Bodimed,42.65606,23.372328
11830562173,clinic,Д-р Богдан Руйчев,42.656189,23.372073
11844258283,school,Светилник,42.652374,23.376426
11845296804,clinic,Д-р Опаранови,42.687114,23.305046
11845769576,pharmacy,,42.723931,23.306325
11847381994,clinic,Diomed,42.673687,23.334832
11854199003,clinic,Bodimed,42.265577,23.117718
11862104196,kindergarten,,42.625874,23.332902
11862288873,clinic,Иво Близнашки,42.698999,23.302474
11870720856,pharmacy,Express Pharma,43.517984,26.520878
11874329469,clinic,Blocks,42.658317,23.316523
11874807951,pharmacy,SOpharmacy,42.652732,27.672246
11883462670,pharmacy,Sopharmacy,42.638389,23.383548
11889264662,school,ПМГ „К. Величков“,42.188282,24.329134
11889264663,school,ПГ „И. С. Аксаков“,42.188176,24.328985
11898330734,clinic,Д-р Пламен Стефанов Попов,42.653918,23.330015
11898337001,clinic,Dr. Sorucheva,42.654324,23.329536
11898347558,pharmacy,Arfa,42.646592,23.328204
11900583619,clinic,Body & mind,42.672366,23.331034
11901106453,pharmacy,SOpharmacy,42.642181,23.336068
11909916045,clinic,NAD+ Center,42.688926,23.318011
11917964789,pharmacy,Марешки,41.742995,24.397365
11925846752,pharmacy,Марешки,42.696591,23.287492
11945188513,school,,42.768755,27.600699
11950421113,pharmacy,Subra,42.032608,24.303224
11961083964,pharmacy,Марешки,43.207445,24.163476
11990150175,school,,43.991622,27.506581
11991812603,school,,43.997504,27.162264
12004003404,clinic,Диалмед,42.665595,23.270132
12006221496,kindergarten,ЧДГ Детска Академия,42.668871,23.366761
12007536907,pharmacy,,42.707514,27.723007
12020223200,pharmacy,SunPharma,42.703524,27.718009
12028794141,pharmacy,Нота Бене,42.658893,23.264927
12028817877,clinic,Д-р Хайтови,42.132876,24.78772
12035909963,pharmacy,,42.145115,24.799659
12041233485,clinic,Whole again,42.684199,23.329533
12041426040,clinic,ДКЦ Пълмед,42.137554,24.716861
12048111202,pharmacy,,43.035811,24.286485
12048900634,hospital,Beta clinic,42.676086,23.321305
12048919968,pharmacy,SOpharmacy,42.677567,23.320812
12058818812,pharmacy,Ремедиум,42.667089,23.283542
12060188305,clinic,,42.661943,23.265116
12062767791,pharmacy,Узунов 1,43.701465,28.038605
12064319125,hospital,ДКЦ-II,43.406583,24.619945
12069373109,clinic,Д-р М. Маркова,42.690262,23.31518
12070175466,clinic,Д-р Ангелов,43.701654,28.306091
12073833946,pharmacy,Иглика,42.349013,25.07712
12083796041,school,ОУ „Христо Ботев“,42.011179,23.854339
12091450298,pharmacy,,42.712748,27.74504
12091472201,pharmacy,Subra,42.713253,27.745325
12091489668,pharmacy,,42.71173,27.751476
12092054257,clinic,Preventica,42.622278,23.374323
12092072855,pharmacy,Sopharmacy,42.622683,23.370929
12094707760,clinic,Д-р Талева,42.666491,23.319777
12094731563,clinic,Д-р Александрова,42.666488,23.319749
12100126801,pharmacy,Нове,42.661874,23.345735
12100562320,pharmacy,Марешки,43.212091,27.906192
12100562322,pharmacy,К-Крес,43.212192,27.906014
12101168233,clinic,,41.846606,23.106203
12101332795,pharmacy,,42.674607,23.259674
12101352111,pharmacy,Home Pharma,42.674689,23.260371
12101753345,pharmacy,TSM Pharma,42.495688,27.464832
12101837915,clinic,VO dent,42.677402,23.320543
12102600756,kindergarten,Пролет,43.402871,24.609377
12107632647,pharmacy,SOpharmacy,42.670162,23.352857
12108385645,pharmacy,Марешки,42.043701,24.46663
12110550239,kindergarten,Цветни песъчинки,43.213572,27.906385
12112254667,school,"ОУ ""Георги Бенковски""",42.286949,24.129947
12120031154,pharmacy,АРТЕКА,42.866094,25.489885
12120340346,pharmacy,,42.866897,25.492487
12124080242,hospital,Медицински комплекс Зорница,42.515155,27.465327
12124080243,pharmacy,,42.514706,27.464938
12126013338,pharmacy,Омния,42.677196,23.3028
12128396314,kindergarten,Drita's Babies,42.676221,23.297844
12140159413,pharmacy,,42.659028,23.242234
12143956689,pharmacy,SOpharmacy,43.212581,27.912583
12143990048,pharmacy,SOpharmacy,43.214772,27.917392
12143990049,pharmacy,SOpharmacy,43.202047,27.901029
12144028138,pharmacy,SOpharmacy,43.214907,27.941191
12144060052,pharmacy,SOpharmacy,43.215232,27.955117
12144154784,pharmacy,SOpharmacy,43.232533,27.86102
12144156159,pharmacy,SOpharmacy,43.220908,27.89036
12144156160,pharmacy,SOpharmacy,43.227284,27.875544
12144156533,pharmacy,SOpharmacy,43.2226,27.940124
12144198444,pharmacy,SOpharmacy,43.235175,27.880844
12144212808,pharmacy,SOpharmacy,43.241639,27.85018
12151329419,clinic,Jewel Skin,42.671985,23.309512
12151348845,clinic,Детски кабинет Южен Парк,42.672048,23.310436
12151356355,clinic,Хоризонт,42.674003,23.313403
12157298381,clinic,Д-р Демерджиева,42.67278,23.316725
12157382242,clinic,Д-р Райна Томова,42.670884,23.314231
12157390325,clinic,Ваня Дункова Виолета Спирова,42.672802,23.316804
12157391515,clinic,Д-р Чалманов,42.67281,23.316771
12157391517,clinic,Д-р А. Начева,42.671323,23.314623
12157391518,clinic,Allure,42.670997,23.314408
12157391906,clinic,Флоренция,42.672548,23.320122
12157395926,clinic,Vogue,42.673493,23.320384
12159717459,clinic,Проф. д-р Георги Чернев,42.690052,23.313616
12159720590,pharmacy,,42.690012,23.313559
12161979260,pharmacy,,41.647124,24.159109
12165020033,pharmacy,Subra,42.664131,23.289352
12167578276,clinic,Dr. Vaneska,42.673713,23.317735
12169810349,clinic,,42.709356,27.744015
12170009178,clinic,Яна Аврамова Атанасова,42.642751,23.368966
12170014443,pharmacy,Вира,42.642336,23.370146
12173043973,clinic,Д-р Божидар Славчев,42.668921,23.302014
12174905115,pharmacy,Рома,42.691947,23.324801
12194153103,pharmacy,Sigma,41.884842,23.465053
12194830582,school,82 ОУ Васил Априлов,42.630164,23.411774
12196583035,pharmacy,Катюша,42.656221,23.31524
12200051869,pharmacy,,42.710115,23.383108
12218310316,pharmacy,Emerald Pharama,42.655525,23.288759
12218800496,clinic,Angelic Glow,42.662238,23.291078
12222700499,clinic,,42.687944,23.308852
12224107358,clinic,Д-р Димитров,42.675526,23.31993
12228103244,pharmacy,SOpharmacy,43.424032,24.598681
12229694718,pharmacy,SOpharmacy,43.410512,24.617043
12234889809,clinic,Лоземед,42.671796,23.313011
12234889810,clinic,Dermaclinic south park,42.670263,23.312556
12234895447,clinic,Health & Safety,42.671816,23.313025
12235064020,clinic,Доц. Николай Белев,42.143427,24.757103
12237553637,pharmacy,,43.348265,24.799691
12238431195,pharmacy,Виржиния,42.698319,23.332726
12245977753,clinic,д-р Антония Бакалова,42.699712,23.315696
12247076640,pharmacy,,42.12102,24.729885
12249335221,pharmacy,Вива фарма,42.127068,24.742026
12255764592,clinic,Spectro,42.666994,23.347017
12258403730,clinic,Д-р Диана Христова,42.696383,23.3394
12258437004,clinic,Аюрведа център,42.696338,23.339548
12261146296,clinic,Dr. Somi,42.694411,23.318706
12265666405,pharmacy,,43.849988,25.993465
12270729796,pharmacy,,42.413727,27.697467
12282091896,pharmacy,Панацея,43.203313,27.912213
12285976129,clinic,Албена Аракчиева,42.676987,23.286478
12285976130,clinic,Т. Монов,42.67698,23.286491
12288207790,clinic,Д-р Дойчева,42.66245,23.277194
12297717282,clinic,Д-р Ямболиева,42.675944,23.299464
12299555216,pharmacy,the Corner of health,42.655846,23.334075
12300283516,clinic,Амбулатория по детски болести,42.677619,23.288639
12304901305,clinic,Мамолог - Д-р Иван Инков,42.622282,23.374756
12307299540,clinic,ТЕЛК,43.215282,27.917301
12307319907,pharmacy,Еврофарма,43.217436,27.921095
12308868658,pharmacy,Валенс,43.224186,27.912367
12309331065,clinic,,42.072222,24.659336
12311570759,clinic,Младост-мед,42.654985,23.372234
12311573650,clinic,Здраве за всеки,42.654924,23.372145
12311576277,clinic,,42.654918,23.372772
12311594892,clinic,Д-р Божкова,42.654903,23.372754
12311844066,clinic,Д-р Павлова,42.654906,23.372741
12311844067,clinic,Д-р Клечоров,42.654914,23.37275
12312946200,clinic,Евита,42.679489,23.285546
12337620562,pharmacy,,42.652812,23.373957
12344072261,pharmacy,Афиа,42.498129,27.465253
12345574221,pharmacy,ВИА,42.65635,23.320945
12345995790,pharmacy,Марешки,43.410376,24.616592
12365342841,pharmacy,Subra,42.679485,23.3675
12368527439,clinic,Мамолог - Д-р Иван Инков,42.662429,23.380284
12372357567,clinic,,42.68856,23.311155
12378624521,pharmacy,Феникс,43.420347,24.599447
12381894860,pharmacy,Марешки,43.421076,24.60008
12382044777,clinic,Авокадо,43.42136,24.59707
12384004288,clinic,"Yanko Yankov, MD, PhD",43.215802,27.943178
12388506941,pharmacy,Афиа,42.50165,27.467138
12394209980,clinic,Кинов,42.699735,23.342661
12395737335,clinic,Медицински център Св. Пантелеймон,42.696746,23.320266
12395864527,clinic,Люлин мед,42.685062,23.315355
12400103768,hospital,Medical Center Salvebis,42.677068,23.332559
12400234489,pharmacy,,42.698646,23.332698
12420873157,clinic,МЦ Люлин мед,42.685605,23.30479
12425913446,pharmacy,SOpharmacy,42.659456,23.316242
12431874135,pharmacy,Захариева,42.280976,22.691691
12434185536,clinic,Хемус,42.678738,23.322476
12436970966,clinic,Медкрос,42.699001,23.33251
12436980273,clinic,Д-р Веселина Грозева,42.700782,23.333016
12438544341,pharmacy,SOpharmacy,42.667495,23.365189
12452871954,pharmacy,META,43.410263,24.63075
12472629889,pharmacy,Стела,42.708685,23.458815
12480254836,pharmacy,Дема,42.147279,24.725811
12488592776,school,Darbi College,42.701094,23.328469
12488674378,clinic,Alexandra Health,42.698872,23.327194
12504618280,clinic,Д-р А. Здравкова,42.654841,23.311576
12504659175,clinic,Just Look,42.659191,23.314217
12504660832,clinic,Д-р А. Носиков,42.654815,23.311571
12520729235,clinic,FutureMeds,42.7023,23.326065
12520744826,clinic,Лейзър Мед,42.700669,23.326585
12522335415,pharmacy,Ветеринарна аптека,42.504434,27.473615
12526228821,clinic,Bodimed,42.142252,24.755909
12529154158,school,ЧОУ Фюжън,42.639098,23.314916
12532388291,clinic,"МЦ ""Екзакта Медика""",43.415304,24.626407
12535081583,kindergarten,Морско Конче,42.508752,27.466204
12537047226,pharmacy,Subra,43.212015,27.917373
12538901742,pharmacy,Subra,42.635575,23.377499
12538923434,pharmacy,SOpharmacy,42.635596,23.377803
12539156833,clinic,,43.199407,27.911834
12541499968,pharmacy,SOpharmacy,42.641538,23.373727
12543895581,pharmacy,Subra,42.697712,23.321589
12544197177,pharmacy,Валера Фарм,42.677477,23.257504
12546552771,pharmacy,Женхим,42.701236,23.322305
12546568282,clinic,Д-р Валентина Николова,42.698693,23.321182
12565755745,clinic,Smartdiet,42.676928,23.333053
12573516189,pharmacy,Ветеринарна аптека,42.499267,27.466859
12582002873,pharmacy,,41.485734,24.848315
12583238331,pharmacy,Хелени,43.342436,27.775282
12587144009,pharmacy,Фрамар,42.503596,27.472729
12598758779,clinic,AmeriMed,42.626205,23.373997
12606329343,clinic,Bodimed,42.337474,23.55322
12607572838,pharmacy,SOpharmacy,43.419002,24.626939
12612640506,clinic,МЦ Леонардо Да Винчи,43.412501,24.629969
12612817484,pharmacy,Надежда,42.664702,23.267306
12612822174,pharmacy,Ведра,42.671146,23.318018
12615524086,hospital,2ра поликлиника,42.430213,25.626591
12628459394,pharmacy,,41.839999,23.486261
12641299530,pharmacy,Subra,42.712016,23.338339
12645287745,pharmacy,Фрамар,42.424892,25.621387
12646524993,kindergarten,"Детска градина № 33 ""Люляк""",42.429788,25.685031
12646682243,pharmacy,Subra,41.879437,23.472575
12647036302,clinic,ФИЗИО-МЕД,42.676324,23.28575
12650570692,pharmacy,Аптека 1,42.906109,23.790512
12660920653,pharmacy,Сималекс,42.675704,23.283422
12662860212,clinic,Хирон,42.697694,23.317359
12673355985,clinic,Медикаконсулторто,42.687672,23.304496
12673465713,clinic,,42.686027,23.300131
12686172871,clinic,Vivid,42.656009,23.294522
12691462157,clinic,Д-р Анастас Стойков,42.679181,23.360261
12714474001,pharmacy,Субра,42.629797,23.373939
12733265001,pharmacy,Аптека Митков,42.629623,23.381101
12736129377,clinic,Трета поликлиника,42.423835,25.635455
12748105562,clinic,Perfect Smile,42.653404,23.345029
12752064905,pharmacy,Фармавижън,42.104328,24.48356
12752124901,clinic,Здравна служба Ново село,42.104842,24.480295
12762209827,pharmacy,Петя Ефтимова,42.500485,24.187631
12774699407,pharmacy,,43.2361,27.860813
12774699408,clinic,,43.236192,27.860814
12782202423,clinic,Aestheline,42.65342,23.346745
12791487397,school,"Музикално училище ""Христина Морфова""",42.421623,25.608676
12794681157,clinic,Моето здраве,42.670879,23.288186
12795516517,clinic,,42.674001,23.263163
12798216151,pharmacy,,43.410286,24.608362
12802520468,pharmacy,Домис,42.687076,23.328566
12803624466,clinic,Уромед,43.411432,24.615091
12811196175,pharmacy,SOpharmacy,43.420163,24.60816
12811536186,school,ПГССХВТ “Ан.Кънчев”,43.531828,26.500073
12815033198,clinic,Art clinic,42.675467,23.291622
12817417817,pharmacy,,43.984079,22.87604
12818900461,pharmacy,Аптека,41.444167,23.43138
12828477702,pharmacy,Ани фарма,41.895737,23.113844
12833791728,pharmacy,Joya,42.66321,23.344245
12849186923,clinic,Д-р Венислава Александрова,42.691862,23.307465
12854793917,clinic,Zarev Clinic,42.63036,23.333739
12871222970,pharmacy,Беллафарма,42.696507,23.314313
12871227886,kindergarten,,41.554302,23.745428
12871237170,hospital,СБАЛББ Св. Панталеймон,42.583775,23.020866
12871247184,pharmacy,SOpharmacy,41.571301,23.729491
12871516805,pharmacy,SOpharmacy,42.702496,23.284084
12873360136,clinic,,42.680343,23.30051
12875815596,clinic,Кристал,42.701007,23.292559
12877636324,clinic,Dr. Hachik Magardichqn,43.561527,26.314546
12882768201,school,"ПЕГ""Д-р Иван Богоров '",42.051342,25.579113
12893504927,pharmacy,Hera 3,42.643964,23.412936
12899889617,pharmacy,Амая,42.663627,23.266631
12906086418,pharmacy,Subra,42.710348,23.378359
12906090808,pharmacy,,42.713206,23.377319
12919471741,clinic,Диана Василева,42.687481,23.303595
12927130358,pharmacy,SOpharmacy,42.518449,27.457302
12951767161,pharmacy,Марешки,42.678641,26.324548
12951926137,pharmacy,,42.696072,23.299543
12966385110,pharmacy,Subra,42.642027,23.375272
12973048977,clinic,Надежда клиникал,42.657791,23.313753
12973060023,clinic,Биогенерация,42.657857,23.313901
12976898371,clinic,Beta Clinic + Mediko,42.698807,23.313717
12976917024,clinic,Д-р Патрикова,42.699227,23.310724
12981835127,clinic,Пиротска,42.70107,23.312566
12991093376,pharmacy,SOpharmacy,42.607519,23.048922
12995518540,pharmacy,SOpharmacy,43.39518,24.620721
13009381150,pharmacy,Framar,42.678456,26.32737
13012105548,clinic,ORTOPED.BG,42.662453,23.283192
13012127643,pharmacy,SOpharmacy,42.906864,23.791954
13012127656,pharmacy,,42.907055,23.792219
13019694949,pharmacy,Фарма ВИМ,43.247819,26.557336
13027188420,clinic,neo vitro,42.662728,23.286822
13033889899,clinic,Сърце и здраве,42.669475,23.316384
13035180872,pharmacy,,42.237893,24.824819
13041803146,clinic,Афродита,42.156519,24.746591
13042460548,pharmacy,,42.156477,24.743518
13049686379,clinic,Сара,42.703544,23.312202
13052132293,clinic,,43.204932,27.917862
13052157339,clinic,Д-р Крайчева,43.204671,27.917296
13053367001,pharmacy,,42.65287,27.694396
13056274156,clinic,Лекарска къща Възраждане,42.497442,27.461585
13057558486,pharmacy,,42.711321,23.318512
13057566499,pharmacy,Зелен кръст,42.706688,23.318094
13062243685,pharmacy,Нове,42.855459,23.038701
13066982471,pharmacy,,43.243585,26.562872
13068606882,pharmacy,Subra,43.419797,24.612618
13070414170,pharmacy,Лалева,43.435033,28.33745
13071964992,pharmacy,Агрион,42.851873,23.039341
13075617516,pharmacy,Фрамар,42.689548,26.339366
13075617521,pharmacy,Марешки,42.67943,26.322577
13075639501,pharmacy,Pharmavision,42.137006,24.543488
13084077565,clinic,Очна оптика и корекция АД,42.708169,23.32057
13084126006,clinic,Д-р Домусчиев,42.70678,23.319672
13092708612,clinic,Плазмамед Клиник,43.202406,27.905196
13103204279,pharmacy,,43.141866,23.707933
13103862273,pharmacy,Subra,42.689157,23.278299
13108954118,pharmacy,,42.58618,23.360656
13112235979,pharmacy,,42.706908,23.324665
13112455555,pharmacy,Фрамар,43.216066,27.917323
13125279451,pharmacy,Subra,43.406677,24.620123
13136703437,pharmacy,,42.683825,23.241705
13137219153,clinic,,42.889509,24.713085
13141878393,pharmacy,,43.211354,27.92925
13143960684,pharmacy,Фрамар,42.645943,23.342287
13144693030,pharmacy,,43.521381,24.472185
13153122119,school,Джани РоДари,42.67864,23.380488
13157740374,clinic,,42.315512,23.538216
13192384226,pharmacy,Иримар,42.712636,23.262094
13196642699,clinic,K Dent Clinic,43.217045,27.919014
13231566201,pharmacy,Аптека ИВА,42.184868,24.340827
13251604998,pharmacy,,42.728724,23.250355
13255966980,pharmacy,Subra,42.669878,23.364153
13256593053,clinic,Д-р Георги Георгиев,43.216375,27.916366
13265221931,kindergarten,"131 ДГ ""Щурче""",42.583228,23.35659
13287697924,pharmacy,,42.684797,23.240663
13294693323,clinic,O.S.C.A.R,42.648013,23.314631
13294707005,clinic,VIP Health,42.648612,23.314738
13294717802,clinic,Света Петка,42.648012,23.314586
13306110911,clinic,doctors gonovski,42.134029,24.798707
13306291742,pharmacy,Subra,42.136242,24.796398
13306298977,pharmacy,Денонощна Аптека,42.141698,24.78843
13306301094,pharmacy,Аптека Медина,42.13605,24.761038
13310424189,kindergarten,дъга от мечти,42.130909,24.748569
13310461879,pharmacy,36.6,42.130052,24.748495
13311676605,school,Science - Smart School of Sofia,42.66736,23.374953
13319323217,pharmacy,Фрамар,42.142664,24.744444
13324372755,pharmacy,Silk,43.402268,24.611422
13325878601,pharmacy,Калина,42.132855,24.779726
13329931462,pharmacy,Аптека Галантус,43.444769,26.165761
13374906728,pharmacy,Аптека ЕЛИ,43.782451,23.72203
13374986743,school,,43.778618,23.725959
13381294814,clinic,Д-р Аргир Аргиров,42.65287,23.317605
13381338964,clinic,Rehab Lab,42.652925,23.31784
13382822234,hospital,Д-р Михаил Иринков УНГ Амбулатория,43.080562,25.630028
13385796787,pharmacy,SOpharmacy,42.645453,23.379191
13392773944,pharmacy,Далия,42.652053,23.333092
13392774770,pharmacy,,42.653662,23.332258
13393821061,pharmacy,SOpharmacy,42.710779,23.309924
