osm_id,service_type,amenity_raw,name,lat,lon,district
30361124,school,school,ЕСПУ Гео Милев,42.836859,22.652351,Pernik
30361186,hospital,hospital,Общинска болница Др. Стамен Григоров,42.834715,22.65487,Pernik
30793665,pharmacy,pharmacy,,42.835105,22.650397,Pernik
166600942,pharmacy,pharmacy,,42.670824,23.395137,Sofia (Capital)
166601438,pharmacy,pharmacy,,42.664661,23.390172,Sofia (Capital)
254336319,clinic,clinic,18-ти ДКЦ - филиал металург,42.709896,23.381975,Sofia (Capital)
254336323,hospital,hospital,Здравен център Лечител,42.700216,23.331046,Sofia (Capital)
254336328,hospital,hospital,2-ри ДКЦ,42.691366,23.324067,Sofia (Capital)
254336342,clinic,doctors,Медицински център Д-р Й. С. Грийнберг,42.673835,23.368201,Sofia (Capital)
254336343,hospital,hospital,Медицински център,42.694409,23.28312,Sofia (Capital)
254336345,clinic,doctors,Национален център по наркомании,42.696007,23.224368,Sofia (Capital)
254336346,clinic,doctors,Център за рехабилитация Диел,42.68921,23.307165,Sofia (Capital)
254336347,hospital,hospital,Национален център по физикално лечение и рехабилитация,42.676759,23.269998,Sofia (Capital)
254336354,hospital,hospital,"МБАЛ ""Царица Йоанна"" - обслужване на дипломати и чужденци",42.700561,23.338996,Sofia (Capital)
254336368,clinic,doctors,Медицински център Лора,42.690745,23.31484,Sofia (Capital)
254336387,clinic,doctors,Областен кожновенерологичен диспансер,42.705671,23.333091,Sofia (Capital)
254336398,clinic,clinic,I Областен диспансер за пневмофтизиатрични заболявания,42.702772,23.324445,Sofia (Capital)
254336406,hospital,hospital,"ЦПЗ ""Проф. Н.Шипковенски""",42.70072,23.327229,Sofia (Capital)
254336408,hospital,hospital,Втора Акушеро - гинекологична болница Шейново,42.692645,23.340056,Sofia (Capital)
254336416,clinic,doctors,"Институтска СБАЛ по ендокринология, нефрология и геронтология",42.696407,23.313985,Sofia (Capital)
254336424,clinic,doctors,Център за хемодиализа на диабетно болни,42.696494,23.314214,Sofia (Capital)
254336433,hospital,hospital,IV Работническа болница,42.660728,23.417155,Sofia (Capital)
254336434,clinic,doctors,Национален център по хематология и трансфузиология,42.660486,23.35936,Sofia (Capital)
254336437,clinic,clinic,Клиника по ревматология,42.681348,23.299308,Sofia (Capital)
254336444,clinic,doctors,Областен диспансер за психични болести,42.705571,23.332999,Sofia (Capital)
254336447,hospital,hospital,Институтска СБАЛ по ортопедия Проф. Бойчо Бойчев,42.674457,23.247301,Sofia (Capital)
254336448,clinic,clinic,Медицински център Гургулят,42.687758,23.32269,Sofia (Capital)
254336452,hospital,hospital,IV МБАЛ,42.693111,23.311373,Sofia (Capital)
254336454,clinic,clinic,13-ти ДКЦ,42.676827,23.319212,Sofia (Capital)
254336457,clinic,clinic,18-ти ДКЦ,42.702025,23.369071,Sofia (Capital)
254336459,clinic,clinic,9-ти ДКЦ,42.721284,23.344485,Sofia (Capital)
254336462,clinic,clinic,Медицински център Доверие СБТ,42.665244,23.356242,Sofia (Capital)
254336465,hospital,hospital,17-ти ДКЦ,42.697127,23.347663,Sofia (Capital)
254336468,clinic,doctors,Bodimed,42.6964,23.317874,Sofia (Capital)
254336473,hospital,hospital,Републикански център по протезиране и възстановителна хирургия,42.676301,23.24864,Sofia (Capital)
254336484,clinic,clinic,Торакс 1,42.697851,23.313162,Sofia (Capital)
254336488,clinic,clinic,Медицински център Лора,42.696092,23.319885,Sofia (Capital)
254336489,hospital,hospital,Диагностичен център Пансанус,42.702495,23.304831,Sofia (Capital)
254336493,clinic,doctors,Областен диспансер по белодробни болести,42.705911,23.333494,Sofia (Capital)
254336499,hospital,hospital,Централна консултативна поликлиника,42.700623,23.339289,Sofia (Capital)
254336502,hospital,hospital,Областен диспансер за онкологични заболявания със стационар - София област ЕООД,42.712976,23.312742,Sofia (Capital)
254336503,clinic,clinic,Клиника Торакс-2,42.686832,23.322014,Sofia (Capital)
254336505,clinic,doctors,Медицински център Гургулят,42.694408,23.311626,Sofia (Capital)
254336506,clinic,clinic,Частна поликлиника Медива,42.71418,23.254708,Sofia (Capital)
254336523,clinic,doctors,Биочек,42.700207,23.323032,Sofia (Capital)
254336547,clinic,clinic,За детето,42.680141,23.328044,Sofia (Capital)
254336549,clinic,clinic,6-ти ДКЦ,42.706556,23.287667,Sofia (Capital)
254336552,clinic,doctors,Медицински център Анаста,42.674306,23.370035,Sofia (Capital)
254336554,hospital,hospital,"МБАЛ ""Вита"" ЕООД",42.696016,23.354393,Sofia (Capital)
254336555,clinic,doctors,Св. Пантелеймон,42.686737,23.314092,Sofia (Capital)
254336566,hospital,hospital,Медицинска лаборатория Сана,42.701302,23.306443,Sofia (Capital)
272865231,pharmacy,pharmacy,Марешки,42.505947,24.708365,Plovdiv
272866807,pharmacy,pharmacy,,42.505574,24.706379,Plovdiv
272866809,pharmacy,pharmacy,Панацея,42.504612,24.703094,Plovdiv
287298542,pharmacy,pharmacy,Медея,41.98948,24.087331,Pazardzhik
296538160,hospital,hospital,,43.99644,22.877892,Vidin
296538664,hospital,hospital,,43.997909,22.875694,Vidin
297298184,pharmacy,pharmacy,,43.983876,22.8764,Vidin
297488623,pharmacy,pharmacy,,43.999219,22.876887,Vidin
297488858,pharmacy,pharmacy,,43.985907,22.875797,Vidin
297488986,pharmacy,pharmacy,,43.986221,22.874941,Vidin
297489019,pharmacy,pharmacy,,43.991422,22.875166,Vidin
297489041,pharmacy,pharmacy,,43.998413,22.878171,Vidin
297489050,pharmacy,pharmacy,,43.998413,22.874944,Vidin
297489088,pharmacy,pharmacy,,43.996098,22.877845,Vidin
297489197,pharmacy,pharmacy,,43.995653,22.87763,Vidin
297489278,pharmacy,pharmacy,,43.992394,22.873947,Vidin
297489531,pharmacy,pharmacy,,43.99306,22.876626,Vidin
298252741,pharmacy,pharmacy,,43.023042,25.098756,Gabrovo
298469072,pharmacy,pharmacy,,43.023078,25.103458,Gabrovo
298493159,school,school,,43.022664,25.104926,Gabrovo
298842129,hospital,hospital,МБАЛ Д-р Стойчо Христов,43.028848,25.089415,Gabrovo
308744848,pharmacy,pharmacy,Боряна Шкутова,42.694772,23.311338,Sofia (Capital)
309209998,hospital,hospital,,43.030556,25.105186,Gabrovo
330851783,pharmacy,pharmacy,,42.620963,25.397026,Stara Zagora
345400132,school,school,,42.752254,27.6929,Burgas
345549805,pharmacy,pharmacy,,42.694596,27.707182,Burgas
345712416,pharmacy,pharmacy,,42.688483,27.70299,Burgas
347545293,pharmacy,pharmacy,Санита,43.21395,27.920009,Varna
348203948,pharmacy,pharmacy,Галантус,42.66299,23.376722,Sofia (Capital)
349083030,clinic,clinic,"Поликлиника ""Младост""",42.654073,23.377817,Sofia (Capital)
353723256,pharmacy,pharmacy,,42.698916,27.712023,Burgas
356458702,pharmacy,pharmacy,,42.561835,27.523348,Burgas
364103049,pharmacy,pharmacy,,42.562689,27.638314,Burgas
366601028,school,school,СОУ Любен Каравелов,42.637368,24.360574,Sofia Province
392870555,pharmacy,pharmacy,Виталика,42.872204,24.712662,Lovech
429572266,hospital,hospital,св.Георги,42.558988,27.636992,Burgas
457718660,pharmacy,pharmacy,,41.398505,23.209014,Blagoevgrad
462182216,pharmacy,pharmacy,,42.669087,23.302434,Sofia (Capital)
462194741,pharmacy,pharmacy,SOpharmacy,42.672796,23.293898,Sofia (Capital)
475064365,pharmacy,pharmacy,Лек,42.716327,23.250818,Sofia (Capital)
475065908,pharmacy,pharmacy,,42.72679,23.25295,Sofia (Capital)
475561988,pharmacy,pharmacy,,43.3691,25.635822,Veliko Tarnovo
484617129,hospital,hospital,Поликлиника,42.267588,27.75355,Burgas
492916075,pharmacy,pharmacy,,42.506025,27.474884,Burgas
493873252,kindergarten,kindergarten,Детска градина Звездица филиал,42.493178,27.474539,Burgas
494933651,pharmacy,pharmacy,Живита,43.211987,27.905278,Varna
494997696,pharmacy,pharmacy,,43.248242,27.847039,Varna
494997727,pharmacy,pharmacy,,43.251158,27.849057,Varna
496634022,school,school,ПМГ Акад. Никола Обрешков,42.500174,27.47166,Burgas
498672805,hospital,hospital,ДКЦ 1,41.930185,25.557505,Haskovo
504527255,school,school,"Средно училище ""Любен Каравелов""",42.658336,27.732153,Burgas
506410857,pharmacy,pharmacy,,42.824191,27.881889,Burgas
506410931,clinic,doctors,,42.825673,27.88129,Burgas
516080681,pharmacy,pharmacy,,42.306041,23.859176,Sofia Province
516080683,pharmacy,pharmacy,Държавна,42.309286,23.856922,Sofia Province
519713625,pharmacy,pharmacy,,43.219494,27.889214,Varna
523140321,pharmacy,pharmacy,,43.246585,27.846559,Varna
523228998,pharmacy,pharmacy,Аптека Марешки,43.230865,27.878815,Varna
537959368,school,school,,43.033542,25.46705,Gabrovo
546985068,hospital,hospital,АГ ЕВА,42.692301,26.343327,Sliven
603760384,pharmacy,pharmacy,,42.50883,24.716107,Plovdiv
619171666,pharmacy,pharmacy,Здравец,42.47282,26.522105,Yambol
619171667,pharmacy,pharmacy,Диана,42.474634,26.52619,Yambol
619174364,pharmacy,pharmacy,Бакалова,42.481094,26.514145,Yambol
621620408,pharmacy,pharmacy,Божилов,42.481006,26.515495,Yambol
634155513,pharmacy,pharmacy,Лили 11,42.482755,26.512041,Yambol
675012547,pharmacy,pharmacy,Корект,42.680913,23.373453,Sofia (Capital)
675012552,pharmacy,pharmacy,Михаела,42.681239,23.372786,Sofia (Capital)
676477232,school,school,ОУ Христо Ботев,43.691177,23.813404,Vratsa
676833309,hospital,hospital,,43.692884,23.811905,Vratsa
676833991,pharmacy,pharmacy,,43.69253,23.811897,Vratsa
686250428,pharmacy,pharmacy,Мултифарм,42.482967,26.513197,Yambol
688823998,pharmacy,pharmacy,Медика,42.712398,23.313013,Sofia (Capital)
703422211,clinic,clinic,,42.881042,25.317141,Gabrovo
704463363,pharmacy,pharmacy,SOpharmacy,42.661155,23.373367,Sofia (Capital)
726669049,pharmacy,pharmacy,"Дрогерия ""Медидом""",42.662875,23.371274,Sofia (Capital)
731526172,pharmacy,pharmacy,,42.739817,23.343611,Sofia (Capital)
759944860,hospital,hospital,,41.880256,23.526144,Blagoevgrad
759945272,pharmacy,pharmacy,,41.882425,23.525514,Blagoevgrad
760336500,pharmacy,pharmacy,,43.218663,27.916255,Varna
796787980,school,school,"Частен професионален колеж по спорт ""Био фит""",42.662146,23.28707,Sofia (Capital)
810482875,pharmacy,pharmacy,Д-р Басанович,43.224191,27.923042,Varna
833764537,pharmacy,pharmacy,Св. Мина,42.73254,23.296262,Sofia (Capital)
837320400,school,school,"НЧ ""Димитър Динев"" - музикална школа",42.663513,23.30098,Sofia (Capital)
837321655,school,school,"НЧ ""Димитър Динев"" - езикова школа",42.665559,23.301499,Sofia (Capital)
837325659,clinic,clinic,"Медицински център ""Св.Николай Чудотворец""",42.736448,23.293732,Sofia (Capital)
842494322,pharmacy,pharmacy,Subra,42.682102,23.301239,Sofia (Capital)
842496915,pharmacy,pharmacy,Марешки,42.684915,23.297569,Sofia (Capital)
909520055,pharmacy,pharmacy,,42.699111,25.895107,Sliven
1013273887,pharmacy,pharmacy,,42.719588,23.256539,Sofia (Capital)
1026806591,school,school,"Колеж по мениджмънт ""Адам Смит""",42.663153,23.252706,Sofia (Capital)
1026806604,school,school,Департамент за информация и усъвършенстване на учители към СУ,42.662961,23.252626,Sofia (Capital)
1077982949,clinic,doctors,,42.695293,24.448594,Plovdiv
1088204536,clinic,doctors,Хелиос,43.214332,27.916156,Varna
1129942990,pharmacy,pharmacy,,42.137739,24.739517,Plovdiv
1132538014,school,school,"ОУ ""Константин Костенечки""",42.263884,23.820855,Sofia Province
1135397111,hospital,hospital,Онкологична болница-Марко Антонов,43.176094,27.901098,Varna
1154180270,pharmacy,pharmacy,,42.463492,27.416727,Burgas
1154210276,pharmacy,pharmacy,Лавър 2,42.461848,27.414753,Burgas
1159995111,pharmacy,pharmacy,,43.214699,27.912864,Varna
1168832505,pharmacy,pharmacy,Магифарм,42.288122,25.932629,Stara Zagora
1168832508,pharmacy,pharmacy,,42.292577,25.937358,Stara Zagora
1168832516,pharmacy,pharmacy,,42.291879,25.937959,Stara Zagora
1168832518,pharmacy,pharmacy,,42.291827,25.936126,Stara Zagora
1174857047,pharmacy,pharmacy,Найден 99 ЕООД,42.140725,24.794654,Plovdiv
1174860418,pharmacy,pharmacy,Millenium,42.139536,24.756381,Plovdiv
1198294912,school,school,"ОУ ""Г. С. Раковски""",42.065556,24.958056,Plovdiv
1213631456,pharmacy,pharmacy,,42.198944,25.324452,Stara Zagora
1213631797,pharmacy,pharmacy,,42.200358,25.329453,Stara Zagora
1223343311,pharmacy,pharmacy,,41.574229,24.715971,Smolyan
1224505197,hospital,hospital,Стоматология,41.576609,24.707168,Smolyan
1227256529,pharmacy,pharmacy,Жийон,42.679453,23.361024,Sofia (Capital)
1238094135,pharmacy,pharmacy,Санита,43.206867,27.910534,Varna
1241959399,school,school,,43.530604,23.531581,Montana
1241959402,hospital,hospital,,43.53082,23.531404,Montana
1243235753,pharmacy,pharmacy,Марешки,43.199061,27.912773,Varna
1243236004,pharmacy,pharmacy,К-КРЕС,43.218083,27.91901,Varna
1248544887,pharmacy,pharmacy,Марешки,42.725202,23.25594,Sofia (Capital)
1250971649,pharmacy,pharmacy,Betty,42.698296,23.310258,Sofia (Capital)
1256618393,pharmacy,pharmacy,,41.885938,23.468001,Blagoevgrad
1256618396,pharmacy,pharmacy,Елза,41.885104,23.467263,Blagoevgrad
1257746754,kindergarten,kindergarten,ЦДГ 1-ви юни,43.697653,28.028704,Dobrich
1257746767,hospital,hospital,МБАЛ Бялата лястовица,43.703385,28.040356,Dobrich
1257746773,kindergarten,kindergarten,ОДЗ Радост,43.704673,28.034444,Dobrich
1261800403,school,school,ПГ по земеделие Кл. Тимирязев,43.438323,28.340577,Dobrich
1261800408,school,school,СОУ Стефан Караджа,43.435431,28.334126,Dobrich
1261800410,kindergarten,kindergarten,ЦДГ Детелина,43.427941,28.352328,Dobrich
1261800411,school,school,ПУ Л. Каравелов,43.434745,28.344651,Dobrich
1261800412,kindergarten,kindergarten,ЦДГ Радост,43.436993,28.328824,Dobrich
1261800416,school,school,ОУ Йордан Йовков,43.434636,28.333837,Dobrich
1263924816,hospital,hospital,Медицински център,43.673104,24.002342,Vratsa
1270802012,pharmacy,pharmacy,Марешки,43.214523,27.920033,Varna
1270803134,kindergarten,kindergarten,,43.216674,27.923831,Varna
1270803678,clinic,doctors,,43.217284,27.916118,Varna
1270803682,clinic,doctors,,43.209781,27.916017,Varna
1280284677,kindergarten,kindergarten,,42.290904,25.940601,Stara Zagora
1282778735,pharmacy,pharmacy,Asklepii,43.077276,25.611384,Veliko Tarnovo
1286526345,pharmacy,pharmacy,Ремедиум,42.670274,23.357985,Sofia (Capital)
1301848374,kindergarten,kindergarten,Център за работа с деца,43.845064,25.979903,Ruse
1305263040,hospital,hospital,"МБАЛ ""Живот плюс""",41.465473,25.646752,Kardzhali
1308877892,pharmacy,pharmacy,,42.668004,23.394593,Sofia (Capital)
1308877997,pharmacy,pharmacy,,42.668479,23.393681,Sofia (Capital)
1311510077,pharmacy,pharmacy,Фрамар,42.424456,25.634712,Stara Zagora
1314544996,pharmacy,pharmacy,Санита,41.838643,23.488631,Blagoevgrad
1314635138,pharmacy,pharmacy,Аптека Тренчева,41.83643,23.491627,Blagoevgrad
1333933531,hospital,hospital,,42.817091,27.884391,Burgas
1334698074,school,school,"ПГ по строителство, електротехника и услуги",42.916388,24.272046,Lovech
1334698092,school,school,ПГ по горско стопанство и дървообработване Сава Младенов,42.916121,24.266919,Lovech
1343912730,pharmacy,pharmacy,,42.684561,27.708883,Burgas
1346737176,clinic,doctors,"Медицински център ""Св. Пантелеймон""",42.425069,25.636604,Stara Zagora
1347020544,pharmacy,pharmacy,Марешки,42.426244,25.637406,Stara Zagora
1347020572,pharmacy,pharmacy,Марешки,42.426676,25.639963,Stara Zagora
1347020589,pharmacy,pharmacy,Ивана,42.42844,25.625312,Stara Zagora
1347020649,pharmacy,pharmacy,Иглика,42.426804,25.640736,Stara Zagora
1347020674,clinic,doctors,"Очна клиника ""Трошев""",42.430401,25.624419,Stara Zagora
1347588887,clinic,doctors,"Медицински център ""Ритъм""",42.423762,25.628059,Stara Zagora
1350036981,pharmacy,pharmacy,,42.817776,27.882498,Burgas
1350379920,pharmacy,pharmacy,Пълдин,42.140255,24.759784,Plovdiv
1354594506,pharmacy,pharmacy,,42.71176,27.764554,Burgas
1355261275,pharmacy,pharmacy,,42.18628,24.56829,Plovdiv
1359071216,pharmacy,pharmacy,Аптека Марешки,42.191046,24.329118,Pazardzhik
1359827188,pharmacy,pharmacy,,42.70421,27.792639,Burgas
1362663186,clinic,doctors,,42.704182,27.793176,Burgas
1363130833,pharmacy,pharmacy,,42.592895,23.410624,Sofia (Capital)
1363138327,pharmacy,pharmacy,Фея,42.596389,23.412,Sofia (Capital)
1364800272,hospital,hospital,Здравна служба,42.26193,25.322567,Stara Zagora
1366535465,school,school,,42.616279,23.393372,Sofia (Capital)
1371096608,pharmacy,pharmacy,Галения,42.430098,25.62662,Stara Zagora
1371096616,pharmacy,pharmacy,Ковачеви,42.431151,25.62273,Stara Zagora
1371096620,pharmacy,pharmacy,Ремедия,42.429346,25.626787,Stara Zagora
1378846487,pharmacy,pharmacy,Ариана,42.426327,25.631911,Stara Zagora
1378846498,pharmacy,pharmacy,Ceiba,42.42575,25.628413,Stara Zagora
1378846529,pharmacy,pharmacy,Фрамар,42.426252,25.631344,Stara Zagora
1378846668,pharmacy,pharmacy,Марешки,42.426064,25.632601,Stara Zagora
1381797563,clinic,doctors,"МБАЛ ""Тримонцуим""",42.140313,24.751514,Plovdiv
1381797567,pharmacy,pharmacy,Тримона,42.140236,24.751425,Plovdiv
1389571402,pharmacy,pharmacy,,42.639008,24.357648,Sofia Province
1389571403,clinic,doctors,,42.639096,24.357636,Sofia Province
1391113319,pharmacy,pharmacy,Ленинград,42.158273,24.733503,Plovdiv
1391113320,clinic,doctors,Луксор,42.158498,24.740855,Plovdiv
1391113325,clinic,doctors,Хипократ-Н,42.158903,24.738588,Plovdiv
1391113326,pharmacy,pharmacy,36.6 Маджаров,42.158885,24.738272,Plovdiv
1399305740,pharmacy,pharmacy,Олияна Чорбаджиева ЕТ,42.70144,25.89933,Sliven
1406557292,pharmacy,pharmacy,,42.566816,23.180572,Pernik
1406557293,hospital,hospital,Здравен пункт,42.566705,23.180986,Pernik
1410332883,pharmacy,pharmacy,,43.849956,25.991169,Ruse
1410374734,pharmacy,pharmacy,"Денонощна аптека ""Оптима""",43.850774,25.990489,Ruse
1418599640,pharmacy,pharmacy,,43.228468,28.011095,Varna
1418599641,pharmacy,pharmacy,,43.231347,28.012492,Varna
1445742534,hospital,hospital,,42.837797,27.575575,Burgas
1447040187,pharmacy,pharmacy,,43.221032,25.747266,Veliko Tarnovo
1455172200,clinic,doctors,д-р Румен Накев,43.570593,27.81772,Dobrich
1487707888,hospital,hospital,2-ро ДКЦ,42.147822,24.732854,Plovdiv
1492797256,school,school,Езиков център WORDS,42.494172,27.472528,Burgas
1494401507,pharmacy,pharmacy,Ани Фарма,43.223003,27.929092,Varna
1495236338,pharmacy,pharmacy,,42.208244,27.807261,Burgas
1495236855,pharmacy,pharmacy,,42.208403,27.806102,Burgas
1495236856,pharmacy,pharmacy,,42.209324,27.807379,Burgas
1495351590,pharmacy,pharmacy,Аптека Манолова,43.221943,27.933911,Varna
1495351593,pharmacy,pharmacy,,43.220397,27.935009,Varna
1496406577,pharmacy,pharmacy,36.6,42.144807,24.75591,Plovdiv
1532805592,pharmacy,pharmacy,Гален,43.569574,27.831973,Dobrich
1533904936,hospital,hospital,Стоматологична поликлиника,42.426666,25.632326,Stara Zagora
1533918234,hospital,hospital,Зъболекарски кабинет,42.423864,25.627654,Stara Zagora
1535579378,kindergarten,kindergarten,Bright Childcare and Development Centre,42.649094,23.288202,Sofia (Capital)
1540620082,pharmacy,pharmacy,,42.428686,25.638858,Stara Zagora
1546372522,pharmacy,pharmacy,,43.215162,27.940483,Varna
1547586382,pharmacy,pharmacy,SOpharmacy,42.126151,24.733533,Plovdiv
1548499320,pharmacy,pharmacy,,42.124426,24.738759,Plovdiv
1562644571,kindergarten,kindergarten,,41.46487,25.672453,Kardzhali
1578474000,pharmacy,pharmacy,,42.029717,24.29863,Pazardzhik
1590858404,school,school,,41.570284,24.782809,Smolyan
1610109404,pharmacy,pharmacy,,42.724476,23.304525,Sofia (Capital)
1610109407,pharmacy,pharmacy,,42.726006,23.303314,Sofia (Capital)
1615898773,pharmacy,pharmacy,Аптека 36.6 Детски свят,42.12869,24.780317,Plovdiv
1619368584,hospital,hospital,ДКЦ Свети Георги,42.139432,24.736981,Plovdiv
1621916737,hospital,hospital,"Очна клиника ""Св.Николай Чудотворец""",43.217871,27.923394,Varna
1648106621,pharmacy,pharmacy,,43.21519,27.942008,Varna
1668155102,school,school,,44.134267,22.849514,Vidin
1697418905,clinic,clinic,Полимед,42.700077,23.30703,Sofia (Capital)
1698680651,school,school,Prolet,42.159753,24.726214,Plovdiv
1699374700,school,school,"СОУ ""Васил Левски""",42.015777,23.99006,Pazardzhik
1699374701,school,school,"ТИТ ""Алеко Константинов""",42.021853,23.988983,Pazardzhik
1699464850,pharmacy,pharmacy,ПроФарма,42.670032,23.302795,Sofia (Capital)
1699496539,clinic,doctors,Кожно-венерически заболявания ЕООД,42.664914,23.296706,Sofia (Capital)
1699496558,hospital,hospital,Институтска СБАЛ по белодробни болести Св. София,42.68158,23.306037,Sofia (Capital)
1699496559,hospital,hospital,СБАЛГАР - д-р Малинов ООД,42.675219,23.289437,Sofia (Capital)
1699496570,clinic,doctors,Медастра,42.68004,23.285331,Sofia (Capital)
1699496581,clinic,doctors,Д-р Чалашканов,42.67966,23.287357,Sofia (Capital)
1699496646,pharmacy,pharmacy,Вип фарма,42.671949,23.300376,Sofia (Capital)
1699496649,pharmacy,pharmacy,Ливай,42.672201,23.300044,Sofia (Capital)
1699498085,pharmacy,pharmacy,Медея,42.672735,23.299318,Sofia (Capital)
1699498121,pharmacy,pharmacy,,42.677579,23.3001,Sofia (Capital)
1699498135,clinic,doctors,Д-р Петър Самарев,42.676494,23.301361,Sofia (Capital)
1699545085,clinic,doctors,Медико-диагностична лаборатория Кандиларов,42.686325,23.316375,Sofia (Capital)
1699545115,clinic,doctors,Медицински център Панацея,42.68636,23.30727,Sofia (Capital)
1699545119,clinic,clinic,Медицински център Св. Георги,42.684232,23.303059,Sofia (Capital)
1699545133,clinic,doctors,Национален център за здравна информация,42.682465,23.302142,Sofia (Capital)
1699545166,hospital,hospital,УМБАЛ Св. Екатерина,42.684818,23.312586,Sofia (Capital)
1699849496,clinic,clinic,13-ти ДКЦ - детско отделение,42.671207,23.321535,Sofia (Capital)
1699935294,pharmacy,pharmacy,Ремедиум,42.69149,23.330126,Sofia (Capital)
1700083372,clinic,doctors,Детско-юношеска психиатрична клиника,42.660246,23.256405,Sofia (Capital)
1700085432,clinic,doctors,21-ви ДКЦ,42.682906,23.254791,Sofia (Capital)
1708836742,hospital,hospital,31 ДКЦ,42.802451,23.341984,Sofia (Capital)
1714020662,clinic,doctors,Специализирана болница за рехабилитация,42.599772,25.211378,Stara Zagora
1732006302,hospital,hospital,,42.295359,25.208888,Stara Zagora
1745952608,pharmacy,pharmacy,Орфей,42.691333,23.311368,Sofia (Capital)
1787626344,kindergarten,kindergarten,"Детска градина ""Осми март""",42.126655,24.734122,Plovdiv
1798420765,pharmacy,pharmacy,Марешки,42.131325,24.74487,Plovdiv
1798420766,kindergarten,kindergarten,Марина Бг,42.140408,24.74798,Plovdiv
1800366732,hospital,hospital,СБАЛ на деца с онкохематологични заболявания,42.700691,23.33915,Sofia (Capital)
1800454401,hospital,hospital,СБАЛ Йоан Павел,42.712963,23.312764,Sofia (Capital)
1800456593,hospital,hospital,СОБАЛ Акад. Пашев,42.701905,23.369551,Sofia (Capital)
1800471516,hospital,hospital,СБАЛДБ Клинико-рехабилитационни отделения,42.709269,23.150103,Sofia (Capital)
1800513100,hospital,hospital,3-то ДКЦ,42.699588,23.328442,Sofia (Capital)
1809386949,pharmacy,pharmacy,,42.711545,27.766244,Burgas
1820309741,pharmacy,pharmacy,,44.045081,26.615927,Silistra
1824771598,school,school,ПМГ „Акад. С. А. Корольов“,42.018311,23.085565,Blagoevgrad
1834036350,pharmacy,pharmacy,,42.819024,27.882466,Burgas
1835888300,hospital,hospital,Бърза помощ,42.412677,27.697972,Burgas
1839219155,pharmacy,pharmacy,Валенс,43.233891,27.872788,Varna
1845692983,pharmacy,pharmacy,Марешки,43.493109,24.07567,Pleven
1845693149,pharmacy,pharmacy,Марешки,42.272857,24.942967,Plovdiv
1846724420,hospital,hospital,,43.220313,25.746208,Veliko Tarnovo
1870326743,clinic,doctors,Медицински Център Св. Николай,42.691099,27.709926,Burgas
1871094910,hospital,hospital,,43.019853,23.212013,Sofia Province
1882475184,kindergarten,kindergarten,,41.719992,24.995594,Smolyan
1886738988,pharmacy,pharmacy,,42.641735,27.678661,Burgas
1890101261,pharmacy,pharmacy,,42.642867,27.676837,Burgas
1890529026,pharmacy,pharmacy,,42.68988,27.711478,Burgas
1896996319,hospital,hospital,,42.062532,25.580645,Haskovo
1948955074,kindergarten,kindergarten,,43.67481,23.988546,Vratsa
1973607452,pharmacy,pharmacy,,43.207117,27.897468,Varna
1977563601,pharmacy,pharmacy,Марешки,43.077284,25.612133,Veliko Tarnovo
1979595747,pharmacy,pharmacy,Детелина,42.744019,23.279016,Sofia (Capital)
2013023118,pharmacy,pharmacy,Марешки,42.642828,24.802678,Plovdiv
2031661421,pharmacy,pharmacy,Денонощен аптечен комплекс,42.159312,24.742693,Plovdiv
2031661842,pharmacy,pharmacy,Марешки,42.161052,24.74155,Plovdiv
2051580681,school,school,"ОУ ,,Панайот Волов""",43.246062,27.979951,Varna
2056679017,kindergarten,kindergarten,,43.343809,25.970224,Ruse
2093879472,pharmacy,pharmacy,,42.698331,23.310014,Sofia (Capital)
2108679917,pharmacy,pharmacy,,43.343659,28.055048,Dobrich
2115928332,hospital,hospital,Олимед,43.210934,27.907071,Varna
2115928333,hospital,hospital,Хирургическа Болница Проф. Темелков,43.21094,27.907045,Varna
2136119222,pharmacy,pharmacy,,42.66225,27.719796,Burgas
2136603751,pharmacy,pharmacy,Олифарм,42.649902,23.332122,Sofia (Capital)
2147630318,hospital,hospital,Торакс,42.150818,24.743227,Plovdiv
2149261968,pharmacy,pharmacy,Марешки,42.127786,24.748196,Plovdiv
2149261980,pharmacy,pharmacy,диа-фарм,42.130455,24.751206,Plovdiv
2153135657,pharmacy,pharmacy,,42.642283,24.804789,Plovdiv
2154437140,hospital,hospital,,42.770875,23.404052,Sofia (Capital)
2154570357,hospital,hospital,ЦСМП,42.706693,23.142207,Sofia (Capital)
2161080305,hospital,hospital,,42.82225,23.282223,Sofia (Capital)
2165107208,kindergarten,kindergarten,,42.537489,23.369726,Sofia (Capital)
2165121314,hospital,hospital,Медицински център,42.599424,23.169844,Sofia (Capital)
2165262358,kindergarten,kindergarten,ДГ №182 „Пчелица“,42.543258,23.494327,Sofia (Capital)
2165262638,hospital,hospital,Медицински център,42.543067,23.494166,Sofia (Capital)
2165315757,hospital,hospital,,42.772676,23.241861,Sofia (Capital)
2169261143,school,school,ПГ по туризъм сгр.2,42.33508,23.560983,Sofia Province
2173340082,clinic,doctors,Здравна служба с.Лозен,42.602024,23.486802,Sofia (Capital)
2178166704,hospital,hospital,МЦ Св. Богородица - Възвестителка,42.632899,23.311854,Sofia (Capital)
2179925213,pharmacy,pharmacy,Ремедиум,42.683913,23.353744,Sofia (Capital)
2234176870,kindergarten,kindergarten,,42.731117,23.554433,Sofia (Capital)
