cell_id,settlement,district,lat,lon,group_key,population
731564,Gabrene,Blagoevgrad,41.36652,22.97334,seniors_65p,62
731492,Gaytaninovo,Blagoevgrad,41.45051,23.71414,children_0_6,14
731492,Gaytaninovo,Blagoevgrad,41.45051,23.71414,seniors_65p,62
731515,Gara Ograzhden,Blagoevgrad,41.63333,23.2,children_0_6,14
731515,Gara Ograzhden,Blagoevgrad,41.63333,23.2,seniors_65p,62
732138,Dolna Gradeshnitsa,Blagoevgrad,41.68333,23.18333,children_0_6,14
732138,Dolna Gradeshnitsa,Blagoevgrad,41.68333,23.18333,seniors_65p,62
732130,Dolna Krushitsa,Blagoevgrad,41.42482,22.98435,children_0_6,14
732130,Dolna Krushitsa,Blagoevgrad,41.42482,22.98435,seniors_65p,62
731953,Dragostin,Blagoevgrad,41.56667,23.7,children_0_6,14
731953,Dragostin,Blagoevgrad,41.56667,23.7,seniors_65p,62
732158,Doleni,Blagoevgrad,41.56667,23.41667,children_0_6,14
732158,Doleni,Blagoevgrad,41.56667,23.41667,seniors_65p,62
732161,Dolene,Blagoevgrad,41.44591,23.0302,children_0_6,14
732161,Dolene,Blagoevgrad,41.44591,23.0302,seniors_65p,62
731941,Dragush,Blagoevgrad,41.51738,23.09245,children_0_6,14
731941,Dragush,Blagoevgrad,41.51738,23.09245,seniors_65p,62
732069,Dolno Draglishte,Blagoevgrad,41.93333,23.51667,children_0_6,14
732069,Dolno Draglishte,Blagoevgrad,41.93333,23.51667,seniors_65p,62
732068,Dolno Dryanovo,Blagoevgrad,41.58333,23.9,children_0_6,14
732068,Dolno Dryanovo,Blagoevgrad,41.58333,23.9,seniors_65p,62
732094,Dolni Kray,Blagoevgrad,41.44544,23.01073,children_0_6,14
732094,Dolni Kray,Blagoevgrad,41.44544,23.01073,seniors_65p,62
732041,Dolno Spanchevo,Blagoevgrad,41.42213,23.38016,children_0_6,14
732041,Dolno Spanchevo,Blagoevgrad,41.42213,23.38016,seniors_65p,62
732117,Dolna Ribnitsa,Blagoevgrad,41.44635,23.09956,children_0_6,14
732117,Dolna Ribnitsa,Blagoevgrad,41.44635,23.09956,seniors_65p,62
732055,Dolno Osenovo,Blagoevgrad,41.95,23.25,children_0_6,14
732055,Dolno Osenovo,Blagoevgrad,41.95,23.25,seniors_65p,62
732205,Dobrinishte,Blagoevgrad,41.81667,23.56667,children_0_6,14
732205,Dobrinishte,Blagoevgrad,41.81667,23.56667,seniors_65p,62
732208,Dobri Laki,Blagoevgrad,41.58113,22.99423,children_0_6,14
732208,Dobri Laki,Blagoevgrad,41.58113,22.99423,seniors_65p,62
731916,Drenovo,Blagoevgrad,41.51667,23.16667,children_0_6,14
731916,Drenovo,Blagoevgrad,41.51667,23.16667,seniors_65p,62
732170,Dokatichevo,Blagoevgrad,41.88552,23.06211,children_0_6,14
732170,Dokatichevo,Blagoevgrad,41.88552,23.06211,seniors_65p,62
732174,Dobarsko,Blagoevgrad,41.96667,23.48333,children_0_6,14
732174,Dobarsko,Blagoevgrad,41.96667,23.48333,seniors_65p,62
731938,Drakata,Blagoevgrad,41.6,23.2,children_0_6,14
731938,Drakata,Blagoevgrad,41.6,23.2,seniors_65p,62
731930,Drangovo,Blagoevgrad,41.41772,23.29143,children_0_6,14
731930,Drangovo,Blagoevgrad,41.41772,23.29143,seniors_65p,62
731917,Drenovitsa,Blagoevgrad,41.41294,23.06978,children_0_6,14
731917,Drenovitsa,Blagoevgrad,41.41294,23.06978,seniors_65p,62
732163,Dolen,Blagoevgrad,41.61667,23.93333,children_0_6,14
732163,Dolen,Blagoevgrad,41.61667,23.93333,seniors_65p,62
731921,Drenkovo,Blagoevgrad,42.02244,22.94834,children_0_6,14
731921,Drenkovo,Blagoevgrad,42.02244,22.94834,seniors_65p,62
732186,Dobrotino,Blagoevgrad,41.58333,23.68333,children_0_6,14
732186,Dobrotino,Blagoevgrad,41.58333,23.68333,seniors_65p,62
731871,Dabnitsa,Blagoevgrad,41.56667,23.83333,children_0_6,14
731871,Dabnitsa,Blagoevgrad,41.56667,23.83333,seniors_65p,62
731858,Dabrava,Blagoevgrad,42.05,23.11667,children_0_6,14
731858,Dabrava,Blagoevgrad,42.05,23.11667,seniors_65p,62
730545,Kashina,Blagoevgrad,41.55,23.46667,children_0_6,14
730545,Kashina,Blagoevgrad,41.55,23.46667,seniors_65p,62
730451,Hambardzhiiska Mahala,Blagoevgrad,41.8981,22.93176,children_0_6,14
730451,Hambardzhiiska Mahala,Blagoevgrad,41.8981,22.93176,seniors_65p,62
730522,Katuntsi,Blagoevgrad,41.44464,23.43199,children_0_6,14
730522,Katuntsi,Blagoevgrad,41.44464,23.43199,seniors_65p,62
730512,Kavrakirovo,Blagoevgrad,41.43571,23.16715,children_0_6,14
730512,Kavrakirovo,Blagoevgrad,41.43571,23.16715,seniors_65p,62
730762,Kalimantsi,Blagoevgrad,41.45931,23.47676,children_0_6,14
730762,Kalimantsi,Blagoevgrad,41.45931,23.47676,seniors_65p,62
730792,Kachova Mahala,Blagoevgrad,41.88333,23.18333,children_0_6,14
730792,Kachova Mahala,Blagoevgrad,41.88333,23.18333,seniors_65p,62
730646,Kapatovo,Blagoevgrad,41.46526,23.35879,children_0_6,14
730646,Kapatovo,Blagoevgrad,41.46526,23.35879,seniors_65p,62
730710,Kamena,Blagoevgrad,41.36309,23.06942,children_0_6,14
730710,Kamena,Blagoevgrad,41.36309,23.06942,seniors_65p,62
730693,Kamenitsa,Blagoevgrad,41.65,23.16667,children_0_6,14
730693,Kamenitsa,Blagoevgrad,41.65,23.16667,seniors_65p,62
730201,Konarsko,Blagoevgrad,42.0,23.71667,children_0_6,14
730201,Konarsko,Blagoevgrad,42.0,23.71667,seniors_65p,62
730230,Kolibite,Blagoevgrad,41.58242,23.02875,children_0_6,14
730230,Kolibite,Blagoevgrad,41.58242,23.02875,seniors_65p,62
730116,Kosova Mahala,Blagoevgrad,41.96667,23.21667,children_0_6,14
730116,Kosova Mahala,Blagoevgrad,41.96667,23.21667,seniors_65p,62
730161,Koprivlen,Blagoevgrad,41.51667,23.8,children_0_6,14
730161,Koprivlen,Blagoevgrad,41.51667,23.8,seniors_65p,62
730145,Kornitsa,Blagoevgrad,41.65,23.68333,children_0_6,14
730145,Kornitsa,Blagoevgrad,41.65,23.68333,seniors_65p,62
730406,Hotovo,Blagoevgrad,41.49925,23.33509,children_0_6,14
730406,Hotovo,Blagoevgrad,41.49925,23.33509,seniors_65p,62
730401,Hrasna,Blagoevgrad,41.48837,23.53392,children_0_6,14
730401,Hrasna,Blagoevgrad,41.48837,23.53392,seniors_65p,62
730382,Harsovo,Blagoevgrad,41.46121,23.38404,children_0_6,14
730382,Harsovo,Blagoevgrad,41.46121,23.38404,seniors_65p,62
730376,Hvostyane,Blagoevgrad,41.55,23.85,children_0_6,14
730376,Hvostyane,Blagoevgrad,41.55,23.85,seniors_65p,62
730294,KljuoCe Klyuch,Blagoevgrad,41.36667,23.01667,children_0_6,14
730294,KljuoCe Klyuch,Blagoevgrad,41.36667,23.01667,seniors_65p,62
730291,Klyuch,Blagoevgrad,41.36227,23.01831,children_0_6,14
730291,Klyuch,Blagoevgrad,41.36227,23.01831,seniors_65p,62
730273,Kochan,Blagoevgrad,41.58653,24.02829,children_0_6,14
730273,Kochan,Blagoevgrad,41.58653,24.02829,seniors_65p,62
730324,Kladentsi,Blagoevgrad,41.4227,23.04308,children_0_6,14
730324,Kladentsi,Blagoevgrad,41.4227,23.04308,seniors_65p,62
730315,Klepalo,Blagoevgrad,41.62314,22.97348,children_0_6,14
730315,Klepalo,Blagoevgrad,41.62314,22.97348,seniors_65p,62
